Exercise Name,Male Video Filename,Female Video Filename
Cable Pushdown (With Rope Attachment),02001201-Cable-Pushdown-(with-rope-attachment)_Upper-Arms-FIX_.mp4,24381201-Cable-Pushdown-(with-rope-attachment)-(female)_Upper-Arms.mp4
Cable Rear Drive,02041201-Cable-Rear-Drive_Upper-Arms_.mp4,30591201-Cable-Rear-Drive-(female)_Upper-Arms_.mp4
Cable Reverse Grip Pushdown,02071201-Cable-Reverse-grip-Pushdown_Upper-Arms_.mp4,25201201-Cable-Reverse-grip-Pushdown-(female)_Upper-Arms_.mp4
Cable Romanian Deadlift,82961201-Cable-Romanian-Deadlift-(male)_Hips_.mp4,65521201-Cable-Romanian-Deadlift-(female)_Hips_.mp4
Cable Seated Chest Fly,38691201-Cable-Seated-Chest-Fly_Chest_.mp4,97481201-Cable-Seated-Chest-Fly-(female)_Chest_.mp4
Cable Seated Crunch,02121201-Cable-Seated-Crunch_Waist-FIX_.mp4,27001201-Cable-Seated-Crunch-(female)_Waist_.mp4
Cable Seated High Row (V Bar),02131201-Cable-Seated-High-Row-(V-bar)_Back.mp4,30631201-Cable-Seated-High-Row-(V-bar)-(female)_Back.mp4
Cable Seated High Triceps Extension,79231201-Cable-Seated-High-Triceps-Extension_Upper-Arms_.mp4,97271201-Cable-Seated-High-Triceps-Extension-(female)_Upper.mp4
Cable Seated Row,08611201-Cable-Seated-Row_Back-FIX_.mp4,70801201-Cable-Seated-Row-(female)_Back_.mp4
Cable Seated Single Arm Chest Press,79271201-Cable-Seated-Single-Arm-Chest-Press-(male)_Chest_.mp4,90131201-Cable-Seated-Single-Arm-Chest-Press-(female)_Chest.mp4
Cable Seated Wide Grip Row,02181201-Cable-Seated-Wide-grip-Row_Back-FIX_.mp4,35981201-Cable-Seated-Wide-grip-Row-(female)_Back.mp4
Cable Shoulder Press,02191201-Cable-Shoulder-Press_Shoulders.mp4,70621201-Cable-Shoulder-Press-(female)_Shoulders_.mp4
Cable Shrug,02201201-Cable-Shrug_Back-FIX_.mp4,70631201-Cable-Shrug-(female)_Back_.mp4
Cable Side Bend,02221201-Cable-Side-Bend_Waist.mp4,25761201-Cable-Side-Bend-(female)_Waist_.mp4
Cable Single Arm High Row,65101201-Cable-Single-Arm-High-Row_Back_.mp4,97551201-Cable-Single-Arm-High-Row-(female)_Back_.mp4
Cable Standing Crunch (With Rope Attachment),08741201-Cable-Standing-Crunch-(with-rope-attachment)_Waist.mp4,26741201-Cable-Standing-Crunch-(with-rope-attachment)-(female)_waist.mp4
Cable Standing Inner Curl,02291201-Cable-Standing-Inner-Curl_Upper-Arms.mp4,25801201-Cable-Standing-Inner-Curl-(female)_Upper-Arms.mp4
Cable Standing One Arm Triceps Extension,02311201-Cable-Standing-One-Arm-Triceps-Extension_Upper-Arms.mp4,26961201-Cable-Standing-One-Arm-Triceps-Extension-(female)_Upper-Arms.mp4
Cable Standing Rear Delt Row (With Rope),02331201-Cable-Standing-Rear-Delt-Row-(with-rope)_Shoulder_.mp4,28821201-Cable-Standing-Rear-Delt-Row-(with-rope)-(female)_shoulder.mp4
Cable Standing Reverse Grip Curl (Straight Bar),29541201-Cable-Standing-Reverse-Grip-Curl-(Straight-bar)_Fo.mp4,29531201-Cable-Standing-Reverse-Grip-Curl-(Straight-bar)-(female)_Forearms.mp4
Cable Standing Single Delt Row,67761201-Cable-Standing-Single-Delt-Row-(male)_Shoulders_.mp4,97281201-Cable-Standing-Single-Delt-Row-(female)_Shoulders_.mp4
Cable Standing Up Straight Crossovers,12691201-Cable-Standing-Up-Straight-Crossovers_Chest-FIX_.mp4,23871201-Cable-Standing-Up-Straight-Crossovers-(female)_Che.mp4
Cable Standing Wood Chopper,80231201-Cable-Standing-Wood-Chopper-(male)_Waist_.mp4,80471201-Cable-Standing-Wood-Chopper-(female)_Waist_.mp4
Cable Straight Back Seated Row,02391201-Cable-Straight-Back-Seated-Row_Back.mp4,30691201-Cable-Straight-Back-Seated-Row-(female)_Back.mp4
Cable Straight Leg Diagonal Kickback,83391201-Cable-Straight-Leg-Diagonal-Kickback-(male)_Hips_.mp4,80831201-Cable-Straight-Leg-Diagonal-Kickback-(female)_Hips.mp4
Cable Twist,02431201-Cable-Twist_Waist_.mp4,24511201-Cable-Twist-(female)_Waist_.mp4
Cable Twist (Up Down),08621201-Cable-twist-(up-down)_Waist.mp4,89921201-Cable-twist-(up-down)-(female)_Waist_.mp4
Cable Upper Chest Crossovers,12701201-Cable-Upper-Chest-Crossovers_Chest_.mp4,24421201-Cable-Upper-Chest-Crossovers-(female)_Chest_.mp4
Cable Upright Row,02461201-Cable-Upright-Row_shoulder.mp4,22321201-Cable-Upright-Row-(female)_Shoulders_.mp4
Calf Raise Clap,56411201-Calf-Raise-Clap-(male)_Plyometrics_.mp4,56191201-Calf-Raise-Clap-(female)_Plyometrics_.mp4
Calves Stretch,45101201-Calves-stretch-(male)_Calves.mp4,09371201-Calves-stretch-(female)_Calves.mp4
Cambered Bar Lying Row,02481201-Cambered-Bar-Lying-Row_Back.mp4,52671201-Cambered-Bar-Lying-Row-(female)_Back_.mp4
Cat Cow Stretch,45801201-Cat-Cow-Stretch_Stretching_.mp4,52521201-Cat-Cow-Stretch-(female)_Stretching_.mp4
Ceiling Look Stretch,42801201-Ceiling-Look-Stretch-(male)_Thighs.mp4,02501201-Ceiling-Look-Stretch-(female)_Thighs.mp4
Chair Squat Calf Rock,89481201-Chair-Squat-Calf-Rock-(male)_Calves_.mp4,87571201-Chair-Squat-Calf-Rock-(female)_Calves_.mp4
Chair Squat To Toe Stand,89531201-Chair-Squat-to-Toe-Stand-(male)_Thighs_.mp4,87561201-Chair-Squat-to-Toe-Stand-(female)_Thighs_.mp4
Chest Dip,02511201-Chest-Dip_Chest.mp4,35991201-Chest-Dip-(female)_Chest.mp4
Chest Fly And Press Up,76371201-Chest-Fly-and-Press-Up-(male)_Chest_.mp4,88121201-Chest-Fly-and-Press-Up-(female)_Chest_.mp4
Chest Fly Side Step,55881201-Chest-Fly-Side-Step-(Male)_Plyometrics_.mp4,72691201-Chest-Fly-Side-Step-(female)_Plyometrics_.mp4
Chest Out Hands Behind (Hold),105791201-Chest-Out-Hands-Behind-(Hold)-(male)_Stretching_.mp4,49451201-Chest-Out-Hands-Behind-(Hold)-(female)_Stretching_.mp4
Chest Pull Back,55041201-Chest-Pull-Back-(male)_Back_.mp4,53611201-Chest-Pull-Back-(female)_Back_.mp4
Chin To Chest Stretch,45091201-Chin-to-chest-Stretch-(male)_Waist.mp4,02521201-Chin-to-chest-Stretch-(female)_waist.mp4
Chin Ups (Narrow Parallel Grip),02531201-Chin-ups-(narrow-parallel-grip)_Back.mp4,36001201-Chin-ups-(narrow-parallel-grip)-(female)_Back.mp4
Circles Knee Stretch,02571201-Circles-Knee-Stretch_Calves.mp4,42781201-Circles-Knee-Stretch-(female)_Calves.mp4
Clamshell Sit Agains Wall,89641201-Clamshell-Sit-agains-Wall-(male)_Hips_.mp4,87691201-Clamshell-Sit-agains-Wall-(female)_Hips_.mp4
Clap Push Up,12731201-Clap-Push-Up_Plyometrics_Chest.mp4,70111201-Clap-Push-Up-(female)_Plyometrics_.mp4
Clock Push Up,02581201-Clock-Push-Up_Chest.mp4,90081201-Clock-Push-Up-(female)_Chest_.mp4
Close Grip Push Up,02591201-Close-Grip-Push-up_Upper-Arms-FIX_.mp4,26151201-Close-Grip-Push-up-(female)_Upper-Arms.mp4
Cobra To Child Pose,85491201-Cobra-to-Child-Pose-(male)_Stretching_.mp4,79121201-Cobra-to-Child-Pose-(female)_Stretching_.mp4
Cocoons,02601201-Cocoons_waist.mp4,25821201-Cocoons-(female)_waist.mp4
Commando Pull Up,47261201-Commando-Pull-up_Back_.mp4,52701201-Commando-Pull-up-(female)_Back_.mp4
Criss Cross Arms Lift,66311201-Criss-Cross-Arms-Lift-(male)_Chest_.mp4,55701201-Criss-Cross-Arms-Lift-(female)_Chest_.mp4
Criss Cross Arms Prayer Push,76391201-Criss-Cross-Arms-Prayer-Push-(male)_Chest_.mp4,88131201-Criss-Cross-Arms-Prayer-Push-(female)_Chest_.mp4
Criss Cross Jack,47111201-Criss-Cross-Jack_Plyometrics_.mp4,49991201-Criss-Cross-Jack-(female)_Plyometrics_.mp4
Criss Cross Jump,47071201-Criss-Cross-Jump_Plyometrics_.mp4,71651201-Criss-Cross-Jump-(female)_Plyometrics_.mp4
Crossover Kneeling Hip Flexor Stretch,42961201-Crossover-Kneeling-Hip-Flexor-Stretch-(male)_Hips.mp4,02651201-Crossover-Kneeling-Hip-Flexor-Stretch-(female)_Hips.mp4
Crunch (Arms Straight),38211201-Crunch-(arms-straight)-(male)_waist.mp4,02661201-Crunch-(arms-straight)_waist.mp4
Crunch (On Stability Ball),02711201-Crunch-(on-stability-ball)_waist.mp4,27011201-Crunch-(on-stability-ball)-(female)_waist_.mp4
Crunch Floor,02741201-Crunch-Floor-(male)_waist.mp4,02751201-Crunch-Floor-(female)_Waist_.mp4
Dead Bug,02761201-Dead-Bug_Waist_.mp4,30711201-Dead-Bug-(female)_Waist.mp4
Decline Crunch,02771201-Decline-Crunch_Waist.mp4,70811201-Decline-Crunch-(female)_Waist_.mp4
Decline Push Up,02791201-Decline-Push-Up_Chest-FIX_.mp4,02801201-Decline-Push-up-(female)_Chest_.mp4
Deep Breathe Flaps Plyo Squat,90501201-Deep-Breathe-Flaps-Plyo-Squat-(male)_Hips_.mp4,59541201-Deep-Breathe-Flaps-Plyo-Squat-(female)_Hips_.mp4
Deep Push Up,12741201-Deep-Push-Up_Chest.mp4,28231201-Deep-Push-Up-(female)_Chest.mp4
Deep Push Up Hold,83511201-Deep-Push-Up-Hold-(male)_Chest_.mp4,79851201-Deep-Push-Up-Hold-(female)_Chest_.mp4
Deep Squat Turn,85721201-Deep-Squat-Turn-(male)_Stretching_.mp4,79081201-Deep-Squat-Turn-(female)_Stretching_.mp4
Diagonal Claps Woodchopper,83941201-Diagonal-Claps-Woodchopper-(male)_Plyometrics_.mp4,79461201-Diagonal-Claps-Woodchopper-(female)_Plyometrics_.mp4
Diagonal Lunge,45521201-Diagonal-Lunge_Plyometrics.mp4,46371201-Diagonal-Lunge-(female)_Plyometrics.mp4
Diamond Push Up,02831201-Diamond-Push-up_Upper-Arms.mp4,26971201-Diamond-Push-up-(female)_Upper-Arms.mp4
Diamond Push Up (On Knees),11741201-Diamond-Push-up-(on-knees)_Upper-Arms.mp4,70771201-Diamond-Push-up-(on-knees)-(female)_Upper-Arms_.mp4
Dolphin Pose,65191201-Dolphin-Pose-(male)_Stretching_.mp4,62881201-Dolphin-Pose-(female)_Stretching_.mp4
Donkey Calf Raise,02841201-Donkey-Calf-Raise_Calves.mp4,26771201-Donkey-Calf-Raise-(female)_Calves.mp4
Double Heel Lift Sit Agains Wall,89651201-Double-Heel-Lift-Sit-agains-Wall-(male)_Calves_.mp4,87681201-Double-Heel-Lift-Sit-agains-Wall-(female)_Calves_.mp4
Double Punch Front Leg Lift,58331201-Double-Punch-Front-Leg-Lift-(male)_Plyometrics_.mp4,56871201-Double-Punch-Front-Leg-Lift-(female)_Plyometrics_.mp4
Double Side Step Walk,96431201-Double-Side-Step-Walk-(male)_Plyometrics_.mp4,92531201-Double-Side-Step-Walk-(female)_Plyometrics_.mp4
Downward Dog Squat,89671201-Downward-Dog-Squat-(male)_Stretching_.mp4,87511201-Downward-Dog-Squat-(female)_Stretching_.mp4
Downward Punch,73701201-Downward-Punch-(male)_Shoulders_.mp4,51091201-Downward-Punch-(female)_Shoulders_.mp4
Dumbbell Alternate Biceps Curl,11961201-Dumbbell-Alternate-Biceps-Curl_Upper-Arms.mp4,25841201-Dumbbell-Alternate-Biceps-Curl-(female)_Upper-Arms.mp4
Dumbbell Alternate Side Press,02861201-Dumbbell-Alternate-Side-Press_Shoulders.mp4,25921201-Dumbbell-Alternate-Side-Press-(female)_Shoulders_.mp4
Dumbbell Around Pullover,02881201-Dumbbell-Around-Pullover_Chest.mp4,107151201-Dumbbell-Around-Pullover-(female)_Chest_.mp4
Dumbbell Banded Hip Thrust,104251201-Dumbbell-Banded-Hip-Thrust_Hips_.mp4,67351201-Dumbbell-Banded-Hip-Thrust-(female)_Hips_.mp4
Dumbbell Bench Press,02891201-Dumbbell-Bench-Press_Chest-FIX_.mp4,22541201-Dumbbell-Bench-Press-(female)_Chest.mp4
Dumbbell Bench Seated Press,02901201-Dumbbell-Bench-Seated-Press_Shoulders-FIX_.mp4,74061201-Dumbbell-Bench-Seated-Press-(female)_Shoulders_.mp4
Dumbbell Bench Squat,02911201-Dumbbell-Bench-Squat_Thighs.mp4,22171201-Dumbbell-Bench-Squat-(female)_Thighs_.mp4
Dumbbell Bent Over Row,02921201-Dumbbell-Bent-over-Row_Back-FIX_.mp4,24821201-Dumbbell-Bent-Over-Row-(female)_Back.mp4
Dumbbell Bent Over Y Raise,83551201-Dumbbell-Bent-over-Y-Raise-(male)_Shoulders_.mp4,79951201-Dumbbell-Bent-over-Y-Raise-(female)_Shoulders_.mp4
Dumbbell Biceps Curl,02941201-Dumbbell-Biceps-Curl_Upper-Arms.mp4,24831201-Dumbbell-Biceps-Curl-(female)_Upper-Arms.mp4
Dumbbell Burpee,12011201-Dumbbell-burpee_Cardio.mp4,70891201-Dumbbell-Burpee-(female)_Cardio_.mp4
Dumbbell Clean,02951201-Dumbbell-Clean_Thighs_.mp4,57871201-Dumbbell-Clean-(female)_Thighs_.mp4
Dumbbell Close Grip Press,02961201-Dumbbell-Close-grip-Press_Upper-Arms.mp4,26451201-Dumbbell-Close-Grip-Press-(female)_Upper-Arms.mp4
Dumbbell Concentration Curl,02971201-Dumbbell-Concentration-Curl_Upper-Arms-FIX_.mp4,23721201-Dumbbell-Concentration-Curl-(female)_Upper-Arms.mp4
Dumbbell Curtsey Lunge,86641201-Dumbbell-Curtsey-Lunge-(male)_Thighs_.mp4,08811201-Dumbbell-Curtsey-lunge-(female)_Thighs_.mp4
Dumbbell Deadlift,03001201-Dumbbell-Deadlift_Hips.mp4,24841201-Dumbbell-Deadlift-(female)_Back.mp4
Dumbbell Decline Bench Press,03011201-Dumbbell-Decline-Bench-Press_Chest-FIX_.mp4,24521201-Dumbbell-Decline-Bench-Press-(female)_Chest.mp4
Dumbbell Decline Fly,03021201-Dumbbell-Decline-Fly_Chest-FIX_.mp4,69941201-Dumbbell-Decline-Fly-(female)_Chest_.mp4
Dumbbell Decline Shrug,03051201-Dumbbell-Decline-Shrug_Back-FIX_.mp4,74051201-Dumbbell-Decline-Shrug-(female)_Back_.mp4
Dumbbell Decline Triceps Extension,03061201-Dumbbell-Decline-Triceps-Extension_Upper-Arms.mp4,26731201-Dumbbell-Decline-Triceps-Extension-(female)_Upper-.mp4
Dumbbell Decline Twist Fly,03071201-Dumbbell-Decline-Twist-Fly_Chest_.mp4,25851201-Dumbbell-Decline-Twist-Fly-(female)_Chest.mp4
Dumbbell Drag Curl (Version 2),59241201-Dumbbell-Drag-Curl-(VERSION-2)_Upper-Arms_.mp4,97261201-Dumbbell-Drag-Curl-(VERSION-2)-(female)_Upper-Arms.mp4
Dumbbell Floor Fly,41491201-Dumbbell-Floor-Fly_Chest.mp4,97291201-Dumbbell-Floor-Fly-(female)_Chest_.mp4
Dumbbell Fly On Exercise Ball,12771201-Dumbbell-Fly-on-Exercise-Ball_Chest.mp4,26201201-Dumbbell-Fly-on-Exercise-Ball-(female)_Chest.mp4
Dumbbell Front Raise,03101201-Dumbbell-Front-Raise_Shoulders.mp4,22331201-Dumbbell-Front-Raise-(female)_Shoulders.mp4
Dumbbell Front Raise (Version 2),03091201-Dumbbell-Front-Raise-(version-2)_Shoulders.mp4,34281201-Dumbbell-Front-Raise-(VERSION-2)-(female)_Shoulder.mp4
Dumbbell Goblet Split Squat Front Foot Elevanted,29561201-Dumbbell-Goblet-Split-Squat-Front-Foot-Elevanted_T.mp4,29551201-Dumbbell-Goblet-Split-Squat-Front-Foot-Elevanted-(female)_Thighs.mp4
Dumbbell Hammer Curl,03131201-Dumbbell-Hammer-Curl_Forearms_.mp4,24851201-Dumbbell-Hammer-Curl-(female)_Upper-Arms.mp4
Dumbbell Hammer Preacher Curl,59211201-Dumbbell-Hammer-Preacher-Curl_Upper-Arms_.mp4,43371201-Dumbbell-Hammer-Preacher-Curl-(female)_Forearms_.mp4
Dumbbell Incline Biceps Curl,03151201-Dumbbell-Incline-Biceps-Curl_Upper-Arms.mp4,37641201-Dumbbell-Incline-Biceps-Curl-(female)_Upper-Arms.mp4
Dumbbell Incline Breeding,03161201-Dumbbell-Incline-Breeding_Chest.mp4,101701201-Dumbbell-Incline-Breeding-(female)_Chest_.mp4
Dumbbell Incline Curl,03181201-Dumbbell-Incline-Curl_Upper-Arms-FIX_.mp4,101711201-Dumbbell-Incline-Curl-(female)_Upper-Arms_.mp4
Dumbbell Incline Fly On Exercise Ball,12781201-Dumbbell-Incline-Fly-on-Exercise-Ball_Chest.mp4,26261201-Dumbbell-Incline-Fly-on-Exercise-Ball-(female)_Chest.mp4
Dumbbell Incline Front Raise,11761201-Dumbbell-Incline-Front-Raise_Shoulders.mp4,70721201-Dumbbell-Incline-Front-Raise-(female)_Shoulders_.mp4
Dumbbell Incline Hammer Curl,03201201-Dumbbell-Incline-Hammer-Curl_Upper-Arms.mp4,24941201-Dumbbell-Incline-Hammer-Curl-(female)_Upper-Arms.mp4
Dumbbell Incline Hammer Press,03211201-Dumbbell-Incline-Hammer-Press_Chest.mp4,25041201-Dumbbell-Incline-Hammer-Press-(female)_Chest.mp4
Dumbbell Incline Inner Biceps Curl,03221201-Dumbbell-Incline-Inner-Biceps-Curl_Upper-Arms-FIX_.mp4,97441201-Dumbbell-Incline-Inner-Biceps-Curl-(female)_Upper-.mp4
Dumbbell Incline One Arm Lateral Raise,03231201-Dumbbell-Incline-One-Arm-Lateral-Raise_Shoulders-F.mp4,28181201-Dumbbell-Incline-One-Arm-Lateral-Raise-(female)_Sh.mp4
Dumbbell Incline One Arm Press,12811201-Dumbbell-Incline-One-Arm-Press_Chest_.mp4,74231201-Dumbbell-Incline-One-Arm-Press-(female)_Chest_.mp4
Dumbbell Incline Shrug,03291201-Dumbbell-Incline-Shrug_Back.mp4,39381201-Dumbbell-Incline-Shrug-(female)_Back.mp4
Dumbbell Incline Triceps Extension,03301201-Dumbbell-Incline-Triceps-Extension_Upper-Arms-FIX_.mp4,25071201-Dumbbell-Incline-Triceps-Extension-(female)_Upper-Arms.mp4
Dumbbell Incline Twisted Fly,03311201-Dumbbell-Incline-Twisted-Fly_Chest_.mp4,101721201-Dumbbell-Incline-Twisted-Fly-(female)_Chest_.mp4
Dumbbell Ipsilateral Single Leg Stiff Leg Deadlift,76471201-Dumbbell-Ipsilateral-Single-Leg-Stiff-Leg-Deadlift.mp4,76481201-Dumbbell-Ipsilateral-Single-Leg-Stiff-Leg-Deadlift.mp4
Dumbbell Iron Cross,03321201-Dumbbell-Iron-Cross_Shoulders.mp4,36011201-Dumbbell-Iron-Cross-(female)_Shoulders.mp4
Dumbbell Kickback,03331201-Dumbbell-Kickback_Upper-Arms.mp4,24371201-Dumbbell-Kickback-(female)_Upper-arms.mp4
Dumbbell Lateral To Front Raise,03351201-Dumbbell-Lateral-to-Front-Raise_Shoulders_.mp4,74031201-Dumbbell-Lateral-to-Front-Raise-(female)_Shoulders.mp4
Dumbbell Lying Extension (Across Face),03371201-Dumbbell-Lying-Extension-(across-face)_Upper-Arms.mp4,25861201-Dumbbell-Lying-Extension-(across-face)-(female)_Up.mp4
Dumbbell Lying External Shoulder Rotation,83471201-Dumbbell-Lying-External-Shoulder-Rotation-(male)_B.mp4,30791201-Dumbbell-Lying-External-Shoulder-Rotation-(female).mp4
Dumbbell Lying Femoral,03391201-Dumbbell-Lying-Femoral_Thighs.mp4,26691201-Dumbbell-Lying-Femoral-(female)_Thighs.mp4
Dumbbell Lying Hammer Press,03401201-Dumbbell-Lying-Hammer-Press_Chest-FIX_.mp4,24861201-Dumbbell-Lying-Hammer-Press-(female)_Chest.mp4
Dumbbell Lying Hamstring Curl,42921201-Dumbbell-Lying-Hamstring-Curl_Thighs.mp4,57321201-Dumbbell-Lying-Hamstring-Curl-(female)_Thighs_.mp4
Dumbbell Lying One Arm Press,03431201-Dumbbell-Lying-One-Arm-Press_Chest_.mp4,26801201-Dumbbell-Lying-One-Arm-Press-(female)_Chest_.mp4
Dumbbell Lying One Arm Pronated Triceps Extension,03441201-Dumbbell-Lying-One-Arm-Pronated-Triceps-Extension_Upper-Arms.mp4,69951201-Dumbbell-Lying-One-Arm-Pronated-Triceps-Extension-.mp4
Dumbbell Lying One Arm Supinated Triceps Extension,03461201-Dumbbell-Lying-One-Arm-Supinated-Triceps-Extension_Upper-Arms.mp4,25871201-Dumbbell-Lying-One-Arm-Supinated-Triceps-Extension.mp4
Dumbbell Lying Rear Lateral Raise,03481201-Dumbbell-Lying-Rear-Lateral-Raise_Shoulders_.mp4,78651201-Dumbbell-Lying-Rear-Lateral-Raise-(female)_Shoulde.mp4
Dumbbell Lying Supine Curl,03501201-Dumbbell-Lying-Supine-Curl_Forearms.mp4,36021201-Dumbbell-Lying-Supine-Curl-(female)_Forearms.mp4
Dumbbell Lying Triceps Extension,03511201-Dumbbell-Lying-Triceps-Extension_Upper-Arms-FIX_.mp4,22511201-Dumbbell-Lying-Triceps-Extension-(female)_Upper-Arms_.mp4
Dumbbell One Arm Kickback,03541201-Dumbbell-One-Arm-Kickback_Upper-Arms_.mp4,23731201-Dumbbell-One-Arm-Kickback-(female)_Upper-Arms_.mp4
Dumbbell One Arm Lateral Raise,03551201-Dumbbell-One-Arm-Lateral-Raise_Shoulder.mp4,25911201-Dumbbell-One-Arm-Lateral-Raise-(female)_Shoulder.mp4
Dumbbell One Arm Low Fly,41501201-Dumbbell-One-Arm-Low-Fly_Chest.mp4,97491201-Dumbbell-One-Arm-Low-Fly-(female)_Chest_.mp4
Dumbbell One Arm Row (Rack Support),12361201-Dumbbell-One-Arm-Row-(rack-support)_Back.mp4,70081201-Dumbbell-One-Arm-Row-(rack-support)-(female)_Back_.mp4
Dumbbell One Arm Triceps Extension (On Bench),03621201-Dumbbell-One-Arm-Triceps-Extension-(on-bench)_Upper-Arms.mp4,26011201-Dumbbell-One-Arm-Triceps-Extension-(on-bench)-(female)_Upper-Arms.mp4
Dumbbell One Arm Upright Row,03631201-Dumbbell-One-Arm-Upright-Row_Shoulders_.mp4,26001201-Dumbbell-One-Arm-Upright-Row-(female)_Shoulders_.mp4
Dumbbell One Arm Wrist Curl,03641201-Dumbbell-One-arm-Wrist-Curl_Forearm.mp4,69971201-Dumbbell-One-Arm-Wrist-Curl-(female)_Forearms_.mp4
Dumbbell Over Bench Wrist Curl,03691201-Dumbbell-Over-Bench-Wrist-Curl_Forearms.mp4,26311201-Dumbbell-Over-Bench-Wrist-Curl-(female)_Forearms.mp4
Dumbbell Peacher Hammer Curl,03701201-Dumbbell-Peacher-Hammer-Curl_Forearms.mp4,69981201-Dumbbell-Peacher-Hammer-Curl-(female)_Forearms_.mp4
Dumbbell Plyo Squat,03711201-Dumbbell-Plyo-Squat_thighs.mp4,69991201-Dumbbell-Plyo-Squat-(female)_Thighs_.mp4
Dumbbell Preacher Curl,03721201-Dumbbell-Preacher-Curl_Upper-Arms.mp4,23851201-Dumbbell-Preacher-Curl-(female)_Upper-Arms_.mp4
Dumbbell Pronate Grip Triceps Extension,03731201-Dumbbell-Pronate-grip-Triceps-Extension_Upper-Arms.mp4,39411201-Dumbbell-Pronate-grip-Triceps-Extension-(female)_Upper-Arms.mp4
Dumbbell Pullover On Exercise Ball,12951201-Dumbbell-Pullover-on-Exercise-Ball_Chest.mp4,26211201-Dumbbell-Pullover-on-Exercise-Ball-(female)_Chest_.mp4
Dumbbell Rear Delt Raise,22921201-Dumbbell-Rear-Delt-Raise_Shoulders.mp4,34291201-Dumbbell-Rear-Delt-Raise-(female)_Shoulders_.mp4
Dumbbell Rear Delt Row,03771201-Dumbbell-Rear-Delt-Row_shoulder.mp4,37551201-Dumbbell-Rear-Delt-Row-(female)_Back.mp4
Dumbbell Rear Fly,03781201-Dumbbell-Rear-Fly_Shoulders.mp4,23921201-Dumbbell-Rear-Fly-(female)_Shoulders.mp4
Dumbbell Rear Lunge,03811201-Dumbbell-Rear-Lunge_Thighs-FIX_.mp4,22191201-Dumbbell-Rear-Lunge-(female)_Thighs_.mp4
Dumbbell Renegade Row,29801201-Dumbbell-Renegade-Row_Back-FIX_.mp4,29811201-Dumbbell-Renegade-Row-(female)_Back_.mp4
Dumbbell Reverse Preacher Curl,03841201-Dumbbell-Reverse-Preacher-Curl_Forearms_.mp4,101741201-Dumbbell-Reverse-Preacher-Curl-(female)_Forearms_.mp4
Dumbbell Russian Twist With Legs Floor Off (Versio,54631201-Dumbbell-Russian-Twist-with-Legs-Floor-Off-(VERSIO.mp4,80481201-Dumbbell-Russian-Twist-with-Legs-Floor-Off-(VERSIO.mp4
Dumbbell Seated Alternate Press,03881201-Dumbbell-Seated-Alternate-Press_Shoulders_.mp4,25941201-Dumbbell-Seated-Alternate-Press-(female)_Shoulders.mp4
Dumbbell Seated Bent Arm Lateral Raise,105111201-Dumbbell-Seated-Bent-Arm-Lateral-Raise_Shoulders_.mp4,70211201-Dumbbell-Seated-Bent-Arm-Lateral-Raise-(female)_Sh.mp4
Dumbbell Seated Curl,03911201-Dumbbell-Seated-Curl_Upper-Arms.mp4,74011201-Dumbbell-Seated-Curl-(female)_Upper-Arms_.mp4
Dumbbell Seated Front Raise,03921201-Dumbbell-Seated-Front-Raise_Shoulders.mp4,22351201-Dumbbell-Seated-Front-Raise-(female)_Shoulders.mp4
Dumbbell Seated Kickback,03941201-Dumbbell-Seated-Kickback_Upper-Arms.mp4,34211201-Dumbbell-Seated-Kickback-(female)_Upper-Arms.mp4
Dumbbell Seated Lateral Raise,03961201-Dumbbell-Seated-Lateral-Raise_shoulder.mp4,74021201-Dumbbell-Seated-Lateral-Raise-(female)_Shoulders_.mp4
Dumbbell Seated Neutral Wrist Curl,03971201-Dumbbell-Seated-Neutral-Wrist-Curl_Forearms.mp4,26321201-Dumbbell-Seated-Neutral-Wrist-Curl-(female)_Forearms.mp4
Dumbbell Seated Palms Up Wrist Curl,04011201-Dumbbell-Seated-Palms-Up-Wrist-Curl_Forearms_.mp4,26331201-Dumbbell-Seated-Palms-Up-Wrist-Curl-(female)_Forea.mp4
Dumbbell Shrug,04061201-Dumbbell-Shrug_Back-FIX_.mp4,25961201-Dumbbell-Shrug-(female)_Back.mp4
Dumbbell Side Bend,04071201-Dumbbell-Side-Bend_Waist-FIX_.mp4,25971201-Dumbbell-Side-Bend-(female)_Waist.mp4
Dumbbell Single Leg Deadlift,85001201-Dumbbell-Single-Leg-Deadlift-(male)_Hips_.mp4,26351201-Dumbbell-Single-Leg-Deadlift-(female)_Hips.mp4
Dumbbell Single Leg Glute Bridge,42911201-Dumbbell-Single-Leg-Glute-Bridge_Hip.mp4,57551201-Dumbbell-Single-Leg-Glute-Bridge-(female)_Hips_.mp4
Dumbbell Single Leg Squat,04111201-Dumbbell-Single-Leg-Squat_Hips.mp4,35211201-Dumbbell-Single-Leg-Squat-(female)_Thighs.mp4
Dumbbell Split Squat Front Foot Elevanted,77841201-Dumbbell-Split-Squat-Front-Foot-Elevanted_Thighs_.mp4,29581201-Dumbbell-Split-Squat-Front-Foot-Elevanted-(female).mp4
Dumbbell Squat,04131201-Dumbbell-Squat_Hips_.mp4,22201201-Dumbbell-Squat-(female)_Thighs.mp4
